,question,location,corpus_id
529,Which article is associated with the criteria referred to?,(b) undertaken to respect the criteria referred to in Article 42(5) and approved by the supervisory authority which is competent pursuant to Article 55 or 56 or by the Board pursuant to Article 63;,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
530,What must be demonstrated to the satisfaction of the competent supervisory authority?,"(e) demonstrated, to the satisfaction of the competent supervisory authority, that their tasks and duties do not result in a conflict of interests.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
531,What must be established to handle complaints about infringements of the certification?,"(d) established procedures and structures to handle complaints about infringements of the certification or the manner in which the certification has been, or is being, implemented by the controller or processor, and to make those procedures and structures transparent to data subjects and the public;",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
532,What must be periodically reviewed and withdrawn?,"(c) established procedures for the issuing, periodic review and withdrawal of data protection certification, seals and marks;",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
533,On what basis shall the accreditation of certification bodies take place?,"{'text': 'The accreditation of certification bodies as referred to in paragraphs 1 and 2 of this Article shall take place on the basis of criteria approved by the supervisory authority which is competent pursuant to Article 55 or 56 or by the Board pursuant to Article 63.', 'start_chunk': 'The accreditation', 'end_chunk': 'Article 63.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
534,Which Articles are the supervisory authorities competent pursuant to?,"{'text': 'The accreditation of certification bodies as referred to in paragraphs 1 and 2 of this Article shall take place on the basis of criteria approved by the supervisory authority which is competent pursuant to Article 55 or 56 or by the Board pursuant to Article 63.', 'start_chunk': 'The accreditation', 'end_chunk': 'Article 63.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
535,For how long shall the accreditation be issued?,"{'text': 'The accreditation shall be issued for a maximum period of five years and may be renewed on the same conditions provided that the certification body meets the requirements set out in this Article.', 'start_chunk': 'The accreditation', 'end_chunk': 'this Article.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
536,Which regulation is complemented by the requirements for accreditation pursuant to point (b) of paragraph 1?,"{'text': 'In the case of accreditation pursuant to point (b) of paragraph 1 of this Article, those requirements shall complement those envisaged in Regulation (EC) No 765/2008 and the technical rules that describe the methods and procedures of the certification bodies.', 'start_chunk': 'In the case', 'end_chunk': 'certification bodies.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
537,What is the maximum period for which the accreditation shall be issued?,"{'start_chunk': 'The accreditation shall be issued for a maximum period of five years', 'end_chunk': 'and may be renewed on the same conditions'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
538,Who is responsible for the proper assessment leading to the certification?,"{'start_chunk': 'The certification bodies referred to in paragraph 1 shall be responsible', 'end_chunk': 'for compliance with this Regulation.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
539,Who must provide the reasons for granting or withdrawing the requested certification?,"{'start_chunk': 'The certification bodies referred to in paragraph 1 shall provide', 'end_chunk': 'the requested certification.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
540,Who retains responsibility for compliance with this Regulation even after certification?,"{'start_chunk': 'without prejudice to the responsibility of the controller or processor', 'end_chunk': 'for compliance with this Regulation.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
541,Who shall provide the competent supervisory authorities with the reasons for granting or withdrawing the requested certification?,"{'text': 'The certification bodies referred to in paragraph 1 shall provide the competent supervisory authorities with the reasons for granting or withdrawing the requested certification.', 'start_chunk': 'The certification bodies referred to in paragraph 1 shall provide the competent supervisory authorities with the reasons for granting or withdrawing the requested certification.', 'end_chunk': 'The certification bodies referred to in paragraph 1 shall provide the competent supervisory authorities with the reasons for granting or withdrawing the requested certification.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
542,Who shall make the requirements referred to in paragraph 3 and the criteria referred to in Article 42(5) public?,"{'text': 'The requirements referred to in paragraph 3 of this Article and the criteria referred to in Article 42(5) shall be made public by the supervisory authority in an easily accessible form.', 'start_chunk': 'The requirements referred to in paragraph 3 of this Article and the criteria referred to in Article 42(5) shall be made public by the supervisory authority in an easily accessible form.', 'end_chunk': 'The requirements referred to in paragraph 3 of this Article and the criteria referred to in Article 42(5) shall be made public by the supervisory authority in an easily accessible form.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
543,Which body shall collate all certification mechanisms and data protection seals in a register?,"{'text': 'The Board shall collate all certification mechanisms and data protection seals in a register and shall make them publicly available by any appropriate means.', 'start_chunk': 'The Board shall collate all certification mechanisms and data protection seals in a register and shall make them publicly available by any appropriate means.', 'end_chunk': 'The Board shall collate all certification mechanisms and data protection seals in a register and shall make them publicly available by any appropriate means.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
544,Under what conditions shall the competent supervisory authority or the national accreditation body revoke an accreditation of a certification body?,"{'text': 'the competent supervisory authority or the national accreditation body shall revoke an accreditation of a certification body pursuant to paragraph 1 of this Article where the conditions for the accreditation are not, or are no longer, met or where actions taken by a certification body infringe this Regulation.', 'start_chunk': 'the competent supervisory authority or the national accreditation body shall revoke an accreditation of a certification body pursuant to paragraph 1 of this Article where the conditions for the accreditation are not, or are no longer, met or where actions taken by a certification body infringe this Regulation.', 'end_chunk': 'the competent supervisory authority or the national accreditation body shall revoke an accreditation of a certification body pursuant to paragraph 1 of this Article where the conditions for the accreditation are not, or are no longer, met or where actions taken by a certification body infringe this Regulation.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
545,Which authority can revoke an accreditation of a certification body pursuant to paragraph 1 of this Article?,"{'text': 'the competent supervisory authority or the national accreditation body shall revoke an accreditation of a certification body', 'start_chunk': 14, 'end_chunk': 125}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
546,Under what conditions shall an accreditation be revoked according to paragraph 1 of this Article?,"{'text': 'where the conditions for the accreditation are not, or are no longer, met or where actions taken by a certification body infringe this Regulation', 'start_chunk': 159, 'end_chunk': 292}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
547,What is the purpose of the delegated acts that the Commission shall adopt?,"{'text': 'for the purpose of specifying the requirements to be taken into account for the data protection certification mechanisms referred to in Article 42(1).', 'start_chunk': 415, 'end_chunk': 573}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
548,In accordance with which Article shall the Commission adopt delegated acts?,"{'text': 'in accordance with Article 92', 'start_chunk': 369, 'end_chunk': 396}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
549,Which article empowers the Commission to adopt delegated acts?,"{'start_chunk': '8.The Commission shall be empowered to adopt delegated acts in accordance with Article 92', 'end_chunk': '8.The Commission shall be empowered to adopt delegated acts in accordance with Article 92'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
550,For what purpose shall the Commission be empowered to adopt delegated acts?,"{'start_chunk': 'for the purpose of specifying the requirements to be taken into account for the data protection certification mechanisms referred to in Article 42(1)', 'end_chunk': 'for the purpose of specifying the requirements to be taken into account for the data protection certification mechanisms referred to in Article 42(1)'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
551,Which procedure is referred to for adopting implementing acts under Chapter V?,"{'start_chunk': 'Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 93(2)', 'end_chunk': 'Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 93(2)'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
552,What do the implementing acts lay down according to Article 9?,"{'start_chunk': 'technical standards for certification mechanisms and data protection seals and marks, and mechanisms to promote and recognise those certification mechanisms, seals and marks', 'end_chunk': 'technical standards for certification mechanisms and data protection seals and marks, and mechanisms to promote and recognise those certification mechanisms, seals and marks'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 43- Certification bodies.txt
553,What must be complied with by the controller and processor for any transfer of personal data?,"{'text': 'the conditions laid down in this Chapter are complied with by the controller and processor', 'start_chunk': 'the', 'end_chunk': 'processor'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 44- General principle for transfers.txt
554,What must not be undermined according to the provisions in this Chapter?,"{'text': 'the level of protection of natural persons guaranteed by this Regulation is not undermined', 'start_chunk': 'the', 'end_chunk': 'undermined'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 44- General principle for transfers.txt
555,Who must ensure that the conditions laid down in this Chapter are complied with?,"{'text': 'the controller and processor', 'start_chunk': 'the', 'end_chunk': 'processor'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 44- General principle for transfers.txt
556,To what entities can the personal data be transferred after the original transfer?,"{'text': 'for onward transfers of personal data from the third country or an international organisation to another third country or to another international organisation', 'start_chunk': 'for', 'end_chunk': 'organisation'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 44- General principle for transfers.txt
557,"What does the third country, territory, or international organisation need to ensure for the transfer of personal data to take place?","{'text': 'Such a transfer shall not require any specific authorisation.', 'start_chunk': 232, 'end_chunk': 289}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
558,What does the transfer of personal data not require if the third country or organisation ensures adequate protection?,"{'text': 'Such a transfer shall not require any specific authorisation.', 'start_chunk': 232, 'end_chunk': 289}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
559,Who decides if a third country or an international organisation ensures an adequate level of protection?,"{'text': 'where the Commission has decided that the third country, a territory or one or more specified sectors within that third country, or the international organisation in question ensures an adequate level of protection.', 'start_chunk': 47, 'end_chunk': 198}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
560,To what types of entities can personal data be transferred if the Commission decides they ensure adequate protection?,"{'text': 'the third country, a territory or one or more specified sectors within that third country, or the international organisation in question', 'start_chunk': 90, 'end_chunk': 198}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
561,On what date will the hearing take place?,"{'references': [{'text': 'The hearing is scheduled for August 10, 2023.', 'start_chunk': 'The', 'end_chunk': '2023.'}]}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
562,"Who is scheduled to testify on August 10, 2023?","{'references': [{'text': 'The witness, John Doe, is scheduled to testify on August 10, 2023.', 'start_chunk': 'The', 'end_chunk': '2023.'}]}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
563,"Who filed the response on February 1, 2023?","{'references': [{'text': 'The defendant filed the response on February 1, 2023.', 'start_chunk': 'The', 'end_chunk': '2023.'}]}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
564,"What did the court order on March 2, 2023?","{'references': [{'text': 'The court ordered mediation on March 2, 2023.', 'start_chunk': 'The', 'end_chunk': '2023.'}]}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
565,What types of legislation must the Commission take account of?,"relevant legislation, both general and sectoral, including concerning public security, defence, national security and criminal law and the access of public authorities to personal data",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
566,What rights must be effectively and enforceably ensured for data subjects?,as well as effective and enforceable data subject rights and effective administrative and judicial redress for the data subjects whose personal data are being transferred,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
567,What must be complied with in the third country or international organisation?,rules for the onward transfer of personal data to another third country or international organisation which are complied with in that country or international organisation,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
568,What existence and functioning must be confirmed in a third country?,the existence and effective functioning of one or more independent supervisory authorities in the third country,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
569,Who is responsible for ensuring and enforcing compliance with the data protection rules in the third country?,"{'text': 'the existence and effective functioning of one or more independent supervisory authorities in the third country or to which an international organisation is subject, with responsibility for ensuring and enforcing compliance with the data protection rules', 'start_chunk': 167, 'end_chunk': 371}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
570,What must the independent supervisory authorities assist data subjects with?,"{'text': 'for assisting and advising the data subjects in exercising their rights', 'start_chunk': 435, 'end_chunk': 494}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
571,What must the third country be compliant with concerning personal data rules?,"{'text': 'including rules for the onward transfer of personal data to another third country or international organisation which are complied with in that country or international organisation', 'start_chunk': 1, 'end_chunk': 156}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
572,What powers must the independent supervisory authorities have?,"{'text': 'including adequate enforcement powers', 'start_chunk': 399, 'end_chunk': 432}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
573,What responsibilities are mentioned for ensuring compliance?,"{'text': 'with responsibility for ensuring and enforcing compliance with the data protection rules, including adequate enforcement powers, for assisting and advising the data subjects in exercising their rights and for cooperation with the supervisory authorities of the Member States', 'start_chunk': 'with responsibility for ensuring', 'end_chunk': 'supervisory authorities of the Member States'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
574,What kind of cooperation is described in the text?,"{'text': 'for cooperation with the supervisory authorities of the Member States', 'start_chunk': 'for cooperation', 'end_chunk': 'the Member States'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
575,Who is responsible for advising data subjects in exercising their rights?,"{'text': 'responsibility for ensuring and enforcing compliance with the data protection rules, including adequate enforcement powers, for assisting and advising the data subjects in exercising their rights', 'start_chunk': 'responsibility for ensuring', 'end_chunk': 'exercising their rights'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
576,What is the focus of international commitments mentioned?,"{'text': 'the international commitments the third country or international organisation concerned has entered into, or other obligations arising from legally binding conventions or instruments as well as from its participation in multilateral or regional systems, in particular in relation to the protection of personal data', 'start_chunk': 'the international commitments', 'end_chunk': 'protection of personal data'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
577,What is the motion that the plaintiff is filing?,"{'start_chunk': 'The plaintiff filed', 'end_chunk': 'the motion on January 15, 2023'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
578,What specific action did the plaintiff take on the mentioned date?,"{'start_chunk': 'The plaintiff filed', 'end_chunk': 'the motion on January 15, 2023'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
579,"What entity completed an action on January 15, 2023?","{'start_chunk': 'The plaintiff filed', 'end_chunk': 'the motion on January 15, 2023'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
580,"Which party was active on January 15, 2023?","{'start_chunk': 'The plaintiff filed', 'end_chunk': 'the motion on January 15, 2023'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
581,What action may the Commission take after assessing the adequacy of the level of protection?,"{'text': 'The Commission, after assessing the adequacy of the level of protection, may decide, by means of implementing act, that a third country, a territory or one or more specified sectors within a third country, or an international organisation ensures an adequate level of protection within the meaning of paragraph 2 of this Article.', 'start_chunk': 0, 'end_chunk': 77}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
582,How often must the periodic review mechanism occur?,"{'text': 'The implementing act shall provide for a mechanism for a periodic review, at least every four years, which shall take into account all relevant developments in the third country or international organisation.', 'start_chunk': 166, 'end_chunk': 255}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
583,What must the implementing act specify?,"{'text': 'The implementing act shall specify its territorial and sectoral application and, where applicable, identify the supervisory authority or authorities referred to in point (b) of paragraph 2 of this Article.', 'start_chunk': 256, 'end_chunk': 386}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
584,In accordance with which article shall the implementing act be adopted?,"{'text': 'The implementing act shall be adopted in accordance with the examination procedure referred to in Article 93(2).', 'start_chunk': 387, 'end_chunk': 466}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
585,What developments is the Commission required to monitor?,"{'reference_text': 'developments in third countries and international organisations that could affect the functioning of decisions adopted', 'start_chunk': 40, 'end_chunk': 133}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
586,What decisions are influenced by the developments monitored by the Commission?,"{'reference_text': 'decisions adopted pursuant to paragraph 3 of this Article and decisions adopted on the basis of Article 25(6) of Directive 95/46/EC.', 'start_chunk': 139, 'end_chunk': 252}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
587,On what basis can the Commission adopt decisions mentioned in paragraph 4?,"{'reference_text': 'on the basis of Article 25(6) of Directive 95/46/EC.', 'start_chunk': 206, 'end_chunk': 252}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
588,How frequently must the Commission monitor developments?,"{'reference_text': 'on an ongoing basis', 'start_chunk': 23, 'end_chunk': 39}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
589,Which article is referred to for the examination procedure?,"{'start_chunk': 'Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 93(2).', 'end_chunk': 'Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 93(2).'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
590,What shall the Commission adopt immediately applicable implementing acts on the grounds of?,"{'start_chunk': 'On duly justified imperative grounds of urgency, the Commission shall adopt immediately applicable implementing acts in accordance with the procedure referred to in Article 93(3).', 'end_chunk': 'On duly justified imperative grounds of urgency, the Commission shall adopt immediately applicable implementing acts in accordance with the procedure referred to in Article 93(3).'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
591,"According to the text, when does the Commission adopt immediately applicable implementing acts?","{'start_chunk': 'On duly justified imperative grounds of urgency, the Commission shall adopt immediately applicable implementing acts in accordance with the procedure referred to in Article 93(3).', 'end_chunk': 'On duly justified imperative grounds of urgency, the Commission shall adopt immediately applicable implementing acts in accordance with the procedure referred to in Article 93(3).'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
592,With whom shall the Commission enter into consultations to remedy the situation pursuant to paragraph 5?,"{'start_chunk': 'The Commission shall enter into consultations with the third country or international organisation with a view to remedying the situation giving rise to the decision made pursuant to paragraph 5.', 'end_chunk': 'The Commission shall enter into consultations with the third country or international organisation with a view to remedying the situation giving rise to the decision made pursuant to paragraph 5.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
593,What shall the Commission publish in the Official Journal of the European Union?,"{'text': 'The Commission shall publish in the Official Journal of the European Union and on its website a list of the third countries, territories and specified sectors within a third country and international organisations for which it has decided that an adequate level of protection is or is no longer ensured.', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
594,Which article's paragraph does the decision mentioned in paragraph 7 relate to?,"{'text': 'A decision pursuant to paragraph 5 of this Article is without prejudice to transfers of personal data to the third country, a territory or one or more specified sectors within that third country, or the international organisation in question pursuant to Articles 46 to 49.', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
595,Where shall the Commission publish the list mentioned in paragraph 8?,"{'text': 'The Commission shall publish in the Official Journal of the European Union and on its website a list of the third countries, territories and specified sectors within a third country and international organisations for which it has decided that an adequate level of protection is or is no longer ensured.', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
596,What will happen to decisions adopted by the Commission on the basis of Article 25(6) of Directive 95/46/EC?,"{'text': 'Decisions adopted by the Commission on the basis of Article 25(6) of Directive 95/46/EC shall remain in force until amended, replaced or repealed by a Commission Decision adopted in accordance with paragraph 3 or 5 of this Article.', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 45- Transfers on the basis of an adequacy decision.txt
597,Under what condition may a controller transfer personal data to a third country?,"{'text': 'a controller or processor may transfer personal data to a third country or an international organisation only if the controller or processor has provided appropriate safeguards', 'start_chunk': 'a controller or processor may transfer personal data to a third country or an international organisation', 'end_chunk': 'if the controller or processor has provided appropriate safeguards'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
598,What must be available for data subjects in the context of transferring personal data?,"{'text': 'enforceable data subject rights and effective legal remedies for data subjects are available', 'start_chunk': 'enforceable data subject rights', 'end_chunk': 'effective legal remedies for data subjects are available'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
599,To whom may a controller transfer personal data in the absence of a decision pursuant to Article 45(3)?,"{'text': 'In the absence of a decision pursuant to Article 45(3), a controller or processor may transfer personal data to a third country or an international organisation', 'start_chunk': 'In the absence of a decision pursuant to Article 45(3)', 'end_chunk': 'transfer personal data to a third country or an international organisation'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
600,What Article is implicitly referenced in this legal text?,"{'text': 'In the absence of a decision pursuant to Article 45(3)', 'start_chunk': 'In the absence of a decision pursuant to', 'end_chunk': 'Article 45(3)'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
601,How many days does the defendant have to respond to the complaint?,"{'text': 'The defendant shall have 30 days to respond to the complaint.', 'start_chunk': 5, 'end_chunk': 9}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
602,What must the defendant file within 30 days?,"{'text': 'The defendant shall have 30 days to respond to the complaint.', 'start_chunk': 5, 'end_chunk': 9}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
603,Who has 30 days to respond to the complaint?,"{'text': 'The defendant shall have 30 days to respond to the complaint.', 'start_chunk': 5, 'end_chunk': 9}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
604,What is the timeframe for the defendant to submit a response?,"{'text': 'The defendant shall have 30 days to respond to the complaint.', 'start_chunk': 5, 'end_chunk': 9}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
605,What can be adopted by the Commission in accordance with the examination procedure referred to in Article 93(2)?,"{'text': 'standard data protection clauses adopted by the Commission in accordance with the examination procedure referred to in Article 93(2)', 'start_chunk': '(c) standard data protection clauses adopted by the Commission in accordance with the examination procedure referred to in Article 93(2)', 'end_chunk': 'Article 93(2)'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 46- Transfers subject to appropriate safeguards.txt
