,question,references,corpus_id,Unnamed: 0
56,"According to the text, what establishes the crime of fraud when it comes to future circumstances and false assurances?","[{""content"": ""However, when future circumstances\u2014that is, promises or contractual obligations\u2014are accompanied by false assurances and representations of other false facts referring to the present or past, in such a way as to create the impression of future fulfillment, based on a false present situation or supposed ability of the perpetrator, who had already made the decision not to fulfill their obligation, then the crime of fraud is established"", ""start_index"": 364, ""end_index"": 800}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 310_2016.txt,
57,What distinguishes false facts that establish the crime of fraud based on future circumstances and false assurances?,"[{""content"": ""However, when future circumstances\u2014that is, promises or contractual obligations\u2014are accompanied by false assurances and representations of other false facts referring to the present or past, in such a way as to create the impression of future fulfillment, based on a false present situation or supposed ability of the perpetrator, who had already made the decision not to fulfill their obligation, then the crime of fraud is established"", ""start_index"": 364, ""end_index"": 800}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 310_2016.txt,
58,What must false facts relate to in order to establish the crime of fraud?,"[{""content"": ""The term \u201cfacts,\u201d within the meaning of the above provision, refers to real circumstances relating to the past or present, and not to those expected to occur in the future, such as mere promises or contractual obligations"", ""start_index"": 0, ""end_index"": 221}, {""content"": ""The false fact must have existed in the past or must be a present circumstance at the time it is asserted, and cannot relate to the future"", ""start_index"": 223, ""end_index"": 361}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 310_2016.txt,
59,What kind of facts must false assurances and representations be based on to establish the crime of fraud?,"[{""content"": ""However, when future circumstances\u2014that is, promises or contractual obligations\u2014are accompanied by false assurances and representations of other false facts referring to the present or past, in such a way as to create the impression of future fulfillment, based on a false present situation or supposed ability of the perpetrator, who had already made the decision not to fulfill their obligation, then the crime of fraud is established"", ""start_index"": 364, ""end_index"": 800}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 310_2016.txt,
60,What are the required elements for the crime of fraud to be established based on the provision of Article 386 paragraph 1 of the Greek Penal Code?,"[{""content"": ""From this provision, it follows that, for the crime of fraud to be established, the following elements are required:\n\na) The intent of the perpetrator to obtain for themselves or another an unlawful pecuniary benefit, without requiring that the benefit actually materialize;"", ""start_index"": 544, ""end_index"": 818}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
61,"Under the Greek Penal Code, how is fraud punished based on the severity of the damage caused?","[{""content"": ""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another\u2019s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years"", ""start_index"": 81, ""end_index"": 540}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
62,What is the minimum imprisonment term according to Article 386 paragraph 1 of the Greek Penal Code for causing damage to another’s property through fraudulent means?,"[{""content"": ""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another\u2019s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years"", ""start_index"": 81, ""end_index"": 540}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
63,What is the type of benefit that the perpetrator must intend to obtain for themselves or another in the crime of fraud based on Article 386 paragraph 1 of the Greek Penal Code?,"[{""content"": ""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another\u2019s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years"", ""start_index"": 81, ""end_index"": 540}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
64,What is the minimum imprisonment term specified by Article 386 paragraph 1 of the Greek Penal Code for causing damage to another person's property through fraudulent means?,"[{""content"": ""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another\u2019s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years"", ""start_index"": 81, ""end_index"": 540}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
65,What are the required elements to establish the crime of fraud?,"[{""content"": ""a) The intent of the perpetrator to obtain for themselves or another an unlawful pecuniary benefit, without requiring that the benefit actually materialize;"", ""start_index"": 118, ""end_index"": 274}, {""content"": ""b) The knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true facts, as a result of which\u2014serving as the causal factor\u2014someone is deceived and performs an act, omission, or acquiescence;"", ""start_index"": 276, ""end_index"": 508}, {""content"": ""c) Damage to another\u2019s property, according to civil law, which must be causally connected to the perpetrator\u2019s deceptive acts or omissions. It is not required that the deceived person and the person who suffered the loss be the same"", ""start_index"": 514, ""end_index"": 746}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
66,What is the relationship between the perpetrator's deceptive acts and the damage caused in the crime of fraud?,"[{""content"": ""c) Damage to another\u2019s property, according to civil law, which must be causally connected to the perpetrator\u2019s deceptive acts or omissions"", ""start_index"": 514, ""end_index"": 652}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
67,What type of benefit must the perpetrator intend to obtain in the crime of fraud?,"[{""content"": ""a) The intent of the perpetrator to obtain for themselves or another an unlawful pecuniary benefit, without requiring that the benefit actually materialize;"", ""start_index"": 118, ""end_index"": 274}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
68,What is the requirement for damage in relation to the perpetrator's deceptive acts or omissions in the crime of fraud?,"[{""content"": ""c) Damage to another\u2019s property, according to civil law, which must be causally connected to the perpetrator\u2019s deceptive acts or omissions"", ""start_index"": 514, ""end_index"": 652}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
69,"What conditions must be met for someone to be deceived and perform an act, omission, or acquiescence in the crime of fraud?","[{""content"": ""b) The knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true facts, as a result of which\u2014serving as the causal factor\u2014someone is deceived and performs an act, omission, or acquiescence;"", ""start_index"": 276, ""end_index"": 508}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
70,"According to civil law, what is required for damage to another's property to be connected to the perpetrator's deceptive acts or omissions?","[{""content"": ""Damage to another\u2019s property, according to civil law, which must be causally connected to the perpetrator\u2019s deceptive acts or omissions"", ""start_index"": 3, ""end_index"": 138}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
71,What type of circumstances do the term 'facts' encompass in relation to the crime of fraud?,"[{""content"": ""The term \u201cfacts,\u201d within the meaning of the above provision, refers to real circumstances relating to the past or present, and not to those that will occur in the future, such as mere promises or contractual obligations"", ""start_index"": 235, ""end_index"": 454}, {""content"": ""However, when such promises or obligations are accompanied by false assurances and representations of other false facts relating to the present or the past, in such a way as to create the impression of future fulfillment, based on a false present situation fabricated by the perpetrator\u2014who has already made the decision not to fulfill their obligation\u2014then the crime of fraud is established"", ""start_index"": 456, ""end_index"": 847}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
72,What establishes the crime of fraud according to the text?,"[{""content"": ""However, when such promises or obligations are accompanied by false assurances and representations of other false facts relating to the present or the past, in such a way as to create the impression of future fulfillment, based on a false present situation fabricated by the perpetrator\u2014who has already made the decision not to fulfill their obligation\u2014then the crime of fraud is established"", ""start_index"": 456, ""end_index"": 847}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
73,Is it necessary for the deceived person and the person who suffered the loss to be the same according to the text?,"[{""content"": ""It is not required that the deceived person and the person who suffered the loss be the same"", ""start_index"": 140, ""end_index"": 232}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
74,What distinguishes the term 'facts' within the context of the crime of fraud?,"[{""content"": ""The term \u201cfacts,\u201d within the meaning of the above provision, refers to real circumstances relating to the past or present, and not to those that will occur in the future, such as mere promises or contractual obligations"", ""start_index"": 235, ""end_index"": 454}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
75,When is the time of commission of fraud considered?,"[{""content"": ""The time of commission of fraud is considered to be the moment when the perpetrator acted and completed the deceptive conduct, that is, when they made the false representations which deceived the victim or a third party"", ""start_index"": 379, ""end_index"": 598}, {""content"": ""Any later time at which the victim\u2019s financial loss occurred\u2014thus completing the fraud\u2014or the time when the harmful act or omission of the deceived person took place, is irrelevant"", ""start_index"": 600, ""end_index"": 780}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
76,What does damage to property refer to in relation to its monetary value?,"[{""content"": ""The term \u201cproperty\u201d denotes the totality of a person\u2019s economic assets possessing monetary value, while damage to property refers to its reduction\u2014specifically, the difference between the property\u2019s monetary value before the disposition caused by the fraudulent conduct and its value afterward"", ""start_index"": 0, ""end_index"": 293}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
77,What is the definition of the term 'property' in relation to a person's economic assets?,"[{""content"": ""The term \u201cproperty\u201d denotes the totality of a person\u2019s economic assets possessing monetary value"", ""start_index"": 0, ""end_index"": 96}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
78,What is the significance of the time of the victim's financial loss occurrence related to fraud?,"[{""content"": ""The time of commission of fraud is considered to be the moment when the perpetrator acted and completed the deceptive conduct, that is, when they made the false representations which deceived the victim or a third party. Any later time at which the victim\u2019s financial loss occurred\u2014thus completing the fraud\u2014or the time when the harmful act or omission of the deceived person took place, is irrelevant"", ""start_index"": 379, ""end_index"": 780}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
79,What determines the time of commission of fraud?,"[{""content"": ""The time of commission of fraud is considered to be the moment when the perpetrator acted and completed the deceptive conduct, that is, when they made the false representations which deceived the victim or a third party"", ""start_index"": 379, ""end_index"": 598}, {""content"": ""Any later time at which the victim\u2019s financial loss occurred\u2014thus completing the fraud\u2014or the time when the harmful act or omission of the deceived person took place, is irrelevant"", ""start_index"": 600, ""end_index"": 780}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
80,When is the time of commission of fraud considered?,"[{""content"": ""The time of commission of fraud is considered to be the moment when the perpetrator acted and completed the deceptive conduct, that is, when they made the false representations which deceived the victim or a third party"", ""start_index"": 0, ""end_index"": 219}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
81,What creates ambiguity and contradiction when referring to multiple modes of commission of fraud?,"[{""content"": ""The reference to multiple modes of commission of fraud (i.e., both the misrepresentation of false facts and the concealment of true ones) may create ambiguity and contradiction, unless it is made clear from the overall findings that the offense was committed in one particular manner, and that the reference to the other merely serves to define the intent (mens rea) of the perpetrator\u2014specifically, that the representations were false"", ""start_index"": 404, ""end_index"": 839}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
82,What is considered irrelevant regarding the victim's financial loss in the commission of fraud?,"[{""content"": ""Any later time at which the victim\u2019s financial loss occurred\u2014thus completing the fraud\u2014or the time when the harmful act or omission of the deceived person took place, is irrelevant"", ""start_index"": 221, ""end_index"": 401}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
83,What must be made clear from the overall findings to avoid ambiguity and contradiction in cases of fraud?,"[{""content"": ""The reference to multiple modes of commission of fraud (i.e., both the misrepresentation of false facts and the concealment of true ones) may create ambiguity and contradiction, unless it is made clear from the overall findings that the offense was committed in one particular manner, and that the reference to the other merely serves to define the intent (mens rea) of the perpetrator\u2014specifically, that the representations were false"", ""start_index"": 404, ""end_index"": 839}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
84,"In cases of fraud, what is the significance of the time when the victim's financial loss occurred?","[{""content"": ""Any later time at which the victim\u2019s financial loss occurred\u2014thus completing the fraud\u2014or the time when the harmful act or omission of the deceived person took place, is irrelevant"", ""start_index"": 221, ""end_index"": 401}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
85,What constitutes grounds for cassation under Article 510 paragraph 1(d) of the Code of Criminal Procedure?,"[{""content"": ""The absence of such reasoning constitutes grounds for cassation (appeal) under Article 510 paragraph 1(d) of the Code of Criminal Procedure, when the judgment does not set out, with clarity, completeness, and consistency, the factual circumstances established by the evidence, upon which the court based its findings regarding the objective and subjective elements of the offense, the evidence supporting those findings, and the legal reasoning through which those facts were subsumed under the applicable substantive criminal provision"", ""start_index"": 183, ""end_index"": 719}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
86,How can a conviction avoid being subject to cassation under Article 510 paragraph 1(d) of the Code of Criminal Procedure?,"[{""content"": ""The absence of such reasoning constitutes grounds for cassation (appeal) under Article 510 paragraph 1(d) of the Code of Criminal Procedure, when the judgment does not set out, with clarity, completeness, and consistency, the factual circumstances established by the evidence, upon which the court based its findings regarding the objective and subjective elements of the offense, the evidence supporting those findings, and the legal reasoning through which those facts were subsumed under the applicable substantive criminal provision"", ""start_index"": 183, ""end_index"": 719}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
87,What must a conviction include to avoid being subject to cassation under Article 510 paragraph 1(d) of the Code of Criminal Procedure?,"[{""content"": ""The absence of such reasoning constitutes grounds for cassation (appeal) under Article 510 paragraph 1(d) of the Code of Criminal Procedure, when the judgment does not set out, with clarity, completeness, and consistency, the factual circumstances established by the evidence, upon which the court based its findings regarding the objective and subjective elements of the offense, the evidence supporting those findings, and the legal reasoning through which those facts were subsumed under the applicable substantive criminal provision"", ""start_index"": 183, ""end_index"": 719}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
88,How do the explanatory and operative parts of a decision contribute to avoiding grounds for cassation under Article 510 paragraph 1(d) of the Code of Criminal Procedure?,"[{""content"": ""For the existence of such reasoning, the explanatory and operative parts of the decision may complement each other, as they form a single, unified whole"", ""start_index"": 722, ""end_index"": 874}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
89,What is required by a conviction to avoid being subject to cassation under Article 510 paragraph 1(d) of the Code of Criminal Procedure?,"[{""content"": ""The absence of such reasoning constitutes grounds for cassation (appeal) under Article 510 paragraph 1(d) of the Code of Criminal Procedure, when the judgment does not set out, with clarity, completeness, and consistency, the factual circumstances established by the evidence, upon which the court based its findings regarding the objective and subjective elements of the offense, the evidence supporting those findings, and the legal reasoning through which those facts were subsumed under the applicable substantive criminal provision"", ""start_index"": 183, ""end_index"": 719}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
90,What is presumed regarding the existence of intent (dolus) in criminal liability?,"[{""content"": ""The existence of intent (dolus) does not generally need to be specially justified, since it is inherent in the will to bring about the factual circumstances constituting the objective elements of the offense, and it is presumed from their realization in each particular case\u2014unless the law requires additional elements for criminal liability, such as the act being committed with knowledge of a specific circumstance (direct intent) or with the pursuit of a further purpose, i.e., the achievement of an additional result (offenses requiring a special subjective element)"", ""start_index"": 155, ""end_index"": 725}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
91,How do the explanatory and operative parts of a decision relate to each other?,"[{""content"": ""For the existence of such reasoning, the explanatory and operative parts of the decision may complement each other, as they form a single, unified whole"", ""start_index"": 0, ""end_index"": 152}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
92,What is presumed by the law when evaluating the existence of intent (dolus) in criminal liability?,"[{""content"": ""The existence of intent (dolus) does not generally need to be specially justified, since it is inherent in the will to bring about the factual circumstances constituting the objective elements of the offense, and it is presumed from their realization in each particular case\u2014unless the law requires additional elements for criminal liability, such as the act being committed with knowledge of a specific circumstance (direct intent) or with the pursuit of a further purpose, i.e., the achievement of an additional result (offenses requiring a special subjective element)"", ""start_index"": 155, ""end_index"": 725}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
93,How does the law handle the need for additional elements for criminal liability?,"[{""content"": ""The existence of intent (dolus) does not generally need to be specially justified, since it is inherent in the will to bring about the factual circumstances constituting the objective elements of the offense, and it is presumed from their realization in each particular case\u2014unless the law requires additional elements for criminal liability, such as the act being committed with knowledge of a specific circumstance (direct intent) or with the pursuit of a further purpose, i.e., the achievement of an additional result (offenses requiring a special subjective element)"", ""start_index"": 155, ""end_index"": 725}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
94,How does the law presume intent (dolus) in criminal liability?,"[{""content"": ""The existence of intent (dolus) does not generally need to be specially justified, since it is inherent in the will to bring about the factual circumstances constituting the objective elements of the offense, and it is presumed from their realization in each particular case\u2014unless the law requires additional elements for criminal liability, such as the act being committed with knowledge of a specific circumstance (direct intent) or with the pursuit of a further purpose, i.e., the achievement of an additional result (offenses requiring a special subjective element)"", ""start_index"": 155, ""end_index"": 725}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
95,"According to Article 510 paragraph 1(e) of the Code of Criminal Procedure, when does a misapplication of substantive criminal law constitute grounds for cassation?","[{""content"": ""Furthermore, under Article 510 paragraph 1(e) of the Code of Criminal Procedure, a misapplication of substantive criminal law also constitutes grounds for cassation"", ""start_index"": 0, ""end_index"": 164}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
96,What are the criteria for misapplication of substantive criminal law as defined under Article 510 of the Code of Criminal Procedure?,"[{""content"": ""Such misapplication occurs when the trial court incorrectly applies the law to the facts it has found to be true, or when the violation occurs indirectly, namely when the reasoning of the judgment\u2014comprising the combination of its factual and operative parts and relating to the elements and identity of the offense\u2014contains ambiguities, contradictions, or logical gaps, rendering it impossible to verify, on appeal, whether the law was applied correctly"", ""start_index"": 166, ""end_index"": 620}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
97,When does a judgment lack a lawful basis according to Article 510 paragraph 1(e) of the Code of Criminal Procedure?,"[{""content"": ""In such cases, the judgment lacks a lawful basis"", ""start_index"": 622, ""end_index"": 670}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
98,"What types of ambiguities, contradictions, or logical gaps in the reasoning of a judgment can lead to a misapplication of substantive criminal law?","[{""content"": ""Such misapplication occurs when the trial court incorrectly applies the law to the facts it has found to be true, or when the violation occurs indirectly, namely when the reasoning of the judgment\u2014comprising the combination of its factual and operative parts and relating to the elements and identity of the offense\u2014contains ambiguities, contradictions, or logical gaps, rendering it impossible to verify, on appeal, whether the law was applied correctly"", ""start_index"": 166, ""end_index"": 620}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
99,Under what circumstances does misapplication of substantive criminal law occur as per Article 510 paragraph 1(e) of the Code of Criminal Procedure?,"[{""content"": ""Such misapplication occurs when the trial court incorrectly applies the law to the facts it has found to be true, or when the violation occurs indirectly, namely when the reasoning of the judgment\u2014comprising the combination of its factual and operative parts and relating to the elements and identity of the offense\u2014contains ambiguities, contradictions, or logical gaps, rendering it impossible to verify, on appeal, whether the law was applied correctly"", ""start_index"": 166, ""end_index"": 620}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt,
100,What is one required element for the crime of fraud under Article 386 paragraph 1 of the Greek Penal Code?,"[{""content"": ""a) The intent of the perpetrator to obtain for themselves or another an unlawful pecuniary benefit, without it being necessary that the benefit actually materialize;"", ""start_index"": 661, ""end_index"": 826}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt,
101,What type of punishment is specified under Article 386 paragraph 1 of the Greek Penal Code for causing damage to another's property through fraudulent actions?,"[{""content"": ""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another\u2019s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years"", ""start_index"": 81, ""end_index"": 540}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt,
102,What type of imprisonment is specified under Article 386 paragraph 1 of the Greek Penal Code for causing damage to another's property through fraudulent actions if the damage caused is particularly large?,"[{""content"": ""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another\u2019s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years"", ""start_index"": 81, ""end_index"": 540}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt,
103,What is the minimum imprisonment period specified under Article 386 paragraph 1 of the Greek Penal Code for causing damage to another's property through fraudulent actions?,"[{""content"": ""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another\u2019s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years"", ""start_index"": 81, ""end_index"": 540}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt,
104,What is the minimum imprisonment period specified under Article 386 paragraph 1 of the Greek Penal Code for causing damage to another's property through fraudulent actions if the damage caused is not particularly large?,"[{""content"": ""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another\u2019s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years"", ""start_index"": 81, ""end_index"": 540}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt,
105,What are the three elements necessary to establish the crime of fraud according to the provision?,"[{""content"": ""a) The intent of the perpetrator to obtain for themselves or another an unlawful pecuniary benefit, without it being necessary that the benefit actually materialize;"", ""start_index"": 117, ""end_index"": 282}, {""content"": ""b) The knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true facts, as a result of which\u2014serving as the causal factor\u2014someone is deceived and proceeds to an act, omission, or acquiescence that is detrimental to themselves or another; and"", ""start_index"": 284, ""end_index"": 568}, {""content"": ""c) Damage to another person\u2019s property, as defined under civil law, which must be causally linked to the deceptive acts or omissions of the perpetrator. It is not required that the person deceived and the person who suffered the damage be the same individual"", ""start_index"": 570, ""end_index"": 828}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt,
106,What is required for damage to be established in the crime of fraud?,"[{""content"": ""c) Damage to another person\u2019s property, as defined under civil law, which must be causally linked to the deceptive acts or omissions of the perpetrator. It is not required that the person deceived and the person who suffered the damage be the same individual"", ""start_index"": 570, ""end_index"": 828}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt,
107,What is the role of deception in establishing the crime of fraud based on the provision?,"[{""content"": ""b) The knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true facts, as a result of which\u2014serving as the causal factor\u2014someone is deceived and proceeds to an act, omission, or acquiescence that is detrimental to themselves or another;"", ""start_index"": 284, ""end_index"": 564}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt,
108,What is the perpetrator's intent requirement for the crime of fraud according to the provision?,"[{""content"": ""a) The intent of the perpetrator to obtain for themselves or another an unlawful pecuniary benefit, without it being necessary that the benefit actually materialize;"", ""start_index"": 117, ""end_index"": 282}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt,
109,"According to the provision, what type of misrepresentation can lead to the establishment of the crime of fraud?","[{""content"": ""b) The knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true facts, as a result of which\u2014serving as the causal factor\u2014someone is deceived and proceeds to an act, omission, or acquiescence that is detrimental to themselves or another;"", ""start_index"": 284, ""end_index"": 564}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt,
110,What type of circumstances are considered 'facts' in relation to the crime of fraud?,"[{""content"": ""The term \u201cfacts\u201d, within the meaning of the above provision, refers to real circumstances relating to the past or present, and not to those that will occur in the future, such as mere promises or contractual obligations"", ""start_index"": 261, ""end_index"": 480}, {""content"": ""However, when such promises or obligations are accompanied by false assurances and representations of other false facts referring to the present or the past, in such a manner as to create the impression of future fulfillment based on a false present situation fabricated by the perpetrator, who has already formed the decision not to fulfill their obligation, the crime of fraud is established"", ""start_index"": 482, ""end_index"": 875}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt,
111,"According to the text, what is required for damage to another person's property in relation to the crime of fraud?","[{""content"": ""c) Damage to another person\u2019s property, as defined under civil law, which must be causally linked to the deceptive acts or omissions of the perpetrator"", ""start_index"": 0, ""end_index"": 151}, {""content"": ""It is not required that the person deceived and the person who suffered the damage be the same individual"", ""start_index"": 153, ""end_index"": 258}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt,
